[06/12/2012 22:15:00] /bat
[06/12/2012 22:15:02] /ghost
[06/12/2012 22:15:30] /c gran tower
[06/12/2012 22:16:12] /addskill [GOD] Yin, lvel 1
[10/01/2014 09:57:48] /a 1
[10/01/2014 09:57:48] /a 1
[10/01/2014 09:57:48] /a 1
[10/01/2014 09:57:48] /a 1
[10/01/2014 09:57:48] /a 1
[10/01/2014 09:57:48] /a 1
[10/01/2014 09:57:48] /a 1
[10/01/2014 09:57:48] /a 1
[10/01/2014 09:57:48] /a 1
[10/01/2014 09:57:48] /a 1
[10/01/2014 09:57:48] /a 1
[10/01/2014 09:57:48] /a 1
[10/01/2014 09:57:48] /a 1
[10/01/2014 09:57:49] /a 1
[10/01/2014 09:57:49] /a 1
[10/01/2014 09:57:49] /a 1
[10/01/2014 09:57:49] /a 1
[10/01/2014 09:57:49] /a 1
[10/01/2014 09:57:49] /a 1
[10/01/2014 09:57:50] /a 1
[10/01/2014 09:57:50] /a 1
[10/01/2014 09:57:50] /a 1
[10/01/2014 09:57:50] /a 1
[10/01/2014 09:57:50] /a 1
[10/01/2014 09:57:50] /a 1
[10/01/2014 09:57:50] /a 1
[10/01/2014 09:57:50] /a 1
[10/01/2014 09:57:50] /a 1
[10/01/2014 09:57:50] /a 1
[10/01/2014 09:57:50] /a 1
[10/01/2014 09:57:50] /a 1
[10/01/2014 09:57:51] /a 1
[10/01/2014 09:57:51] /a 1
[10/01/2014 09:57:51] /a 1
[10/01/2014 09:57:51] /a 1
[10/01/2014 09:57:51] /a 1
[10/01/2014 09:57:51] /a 1
[10/01/2014 09:57:51] /a 1
[10/01/2014 09:57:51] /a 1
[10/01/2014 09:57:51] /a 1
[10/01/2014 09:57:51] /a 1
[10/01/2014 09:57:51] /a 1
[10/01/2014 09:57:51] /a 1
[10/01/2014 09:57:51] /a 1
[10/01/2014 09:57:52] /a 1
[10/01/2014 09:57:52] /a 1
[10/01/2014 09:57:52] /a 1
[10/01/2014 09:57:52] /a 1
[10/01/2014 09:57:52] /a 1
[10/01/2014 09:57:52] /a 1
[10/01/2014 09:57:52] /a 1
[10/01/2014 09:57:52] /a 1
[10/01/2014 09:57:52] /a 1
[10/01/2014 09:57:52] /a 1
[10/01/2014 09:57:52] /a 1
[10/01/2014 09:57:52] /a 1
[10/01/2014 09:57:52] /a 1
[10/01/2014 09:57:53] /a 1
[10/01/2014 09:57:53] /a 1
[10/01/2014 09:57:53] /a 1
[10/01/2014 09:57:53] /a 1
[10/01/2014 09:57:53] /a 1
[10/01/2014 09:57:53] /a 1
[10/01/2014 09:57:53] /a 1
[10/01/2014 09:57:53] /a 1
[10/01/2014 09:57:53] /a 1
[10/01/2014 09:57:53] /a 1
[10/01/2014 09:57:53] /a 1
[10/01/2014 09:57:53] /a 1
[10/01/2014 09:57:53] /a 1
[10/01/2014 09:57:53] /a 1
[10/01/2014 09:57:54] /a 1
[10/01/2014 09:57:54] /a 1
[10/01/2014 09:57:54] /a 1
[10/01/2014 09:57:54] /a 1
[10/01/2014 09:57:54] /a 1
[10/01/2014 09:57:55] /a 1
[10/01/2014 09:57:55] /a 1
[10/01/2014 09:57:55] /a 1
[10/01/2014 09:57:55] /a 1
[10/01/2014 09:57:55] /a 1
[10/01/2014 09:57:55] /a 1
[10/01/2014 09:57:55] /a 1
[10/01/2014 09:57:55] /a 1
[10/01/2014 09:57:55] /a 1
[10/01/2014 09:57:55] /a 1
[10/01/2014 09:57:55] /a 1
[10/01/2014 09:57:55] /a 1
[10/01/2014 09:57:55] /a 1
[10/01/2014 09:57:56] /a 1
[10/01/2014 09:57:56] /a 1
[10/01/2014 09:57:56] /a 1
[10/01/2014 09:57:56] /a 1
[10/01/2014 09:57:56] /a 1
[10/01/2014 09:57:56] /a 1
[10/01/2014 09:57:56] /a 1
[10/01/2014 09:57:57] /a 1
[10/01/2014 09:57:57] /a 1
[10/01/2014 09:57:57] /a 1
[10/01/2014 09:57:57] /a 1
[10/01/2014 09:57:57] /a 1
[10/01/2014 09:57:57] /a 1
[10/01/2014 09:57:58] /a 1
[10/01/2014 09:57:58] /a 1
[10/01/2014 09:57:58] /a 1
[10/01/2014 09:57:58] /a 1
[10/01/2014 09:57:58] /a 1
[10/01/2014 09:57:58] /a 1
[10/01/2014 09:57:58] /a 1
[10/01/2014 09:57:59] /a 1
[10/01/2014 09:57:59] /a 1
[10/01/2014 09:57:59] /a 1
[10/01/2014 09:57:59] /a 1
[10/01/2014 09:57:59] /a 1
[10/01/2014 09:58:06] /a 1
[10/01/2014 09:58:06] /a 1
[10/01/2014 09:58:07] /a 1
[10/01/2014 09:58:07] /a 1
[10/01/2014 09:58:07] /a 1
[10/01/2014 09:58:07] /a 1
[10/01/2014 09:58:07] /a 1
[10/01/2014 09:58:07] /a 1
[10/01/2014 09:58:07] /a 1
[10/01/2014 09:58:07] /a 1
[10/01/2014 09:58:08] /a 1
[10/01/2014 09:58:08] /a 1
[10/01/2014 09:58:08] /a 1
[10/01/2014 09:58:08] /a 1
[10/01/2014 09:58:08] /a 1
[10/01/2014 09:58:08] /a 1
[10/01/2014 09:58:08] /a 1
[10/01/2014 09:58:08] /a 1
[10/01/2014 09:58:09] /a 1
[10/01/2014 09:58:09] /a 1
[10/01/2014 09:58:09] /a 1
[10/01/2014 09:58:09] /a 1
[10/01/2014 09:58:09] /a 1
[10/01/2014 09:58:09] /a 1
[10/01/2014 09:58:09] /a 1
[10/01/2014 09:58:09] /a 1
[10/01/2014 09:58:10] /a 1
[10/01/2014 09:58:10] /a 1
[10/01/2014 09:58:10] /a 1
[10/01/2014 09:58:10] /a 1
[10/01/2014 09:58:10] /a 1
[10/01/2014 09:58:10] /a 1
[10/01/2014 09:58:10] /a 1
[10/01/2014 09:58:10] /a 1
[10/01/2014 09:58:11] /a 1
[10/01/2014 10:20:45] /t
[10/01/2014 10:20:50] /goto thalas
[10/01/2014 10:20:54] /r
[10/01/2014 10:20:59] /t
[14/01/2014 19:56:53] /ghost
[14/01/2014 19:57:31] /b Boa Noite meu amigo que entrou
[14/01/2014 19:57:50] /bat
[14/01/2014 19:58:16] /attr group 5
[14/01/2014 19:58:18] /r
[14/01/2014 19:58:53] /goto thals
[14/01/2014 19:58:55] /goto thala
[14/01/2014 19:58:55] /goto thalas
[14/01/2014 19:59:01] /t
[14/01/2014 20:00:47] /ghost
[14/01/2014 20:00:53] /ghost
[14/01/2014 20:00:56] /bat
[14/01/2014 20:01:00] /goto thalas
[14/01/2014 20:01:20] /c Red Shot's
[14/01/2014 20:03:24] /goto thalas
[14/01/2014 20:03:28] /r
[14/01/2014 20:03:31] /r
[14/01/2014 20:03:34] /r
[14/01/2014 20:03:42] /c Red Shot's
[14/01/2014 20:04:30] /a 20
[14/01/2014 20:04:31] /a 20
[14/01/2014 20:04:32] /a 20
[14/01/2014 20:04:34] /a 2
[14/01/2014 20:04:39] /c Red Shot's
[14/01/2014 20:05:22] /t
[14/01/2014 20:05:33] /a 20
[14/01/2014 20:05:33] /a 20
[14/01/2014 20:05:34] /a 20
[14/01/2014 20:05:34] /a 20
[14/01/2014 20:05:35] /a 20
[14/01/2014 20:06:19] /a 2
[14/01/2014 20:06:39] /t
[14/01/2014 20:06:52] /b tem muitas coisa ainda pow
[14/01/2014 20:07:28] /clean
[14/01/2014 20:27:17] /ghost pow
[14/01/2014 20:27:19] /ghost pow;
[14/01/2014 20:27:23] /ghost pow,
[14/01/2014 20:34:56] /i 2160
[14/01/2014 20:40:46] /goto thalas
[14/01/2014 20:49:19] /goto thals
[14/01/2014 20:49:21] /goto thalas
[17/01/2014 08:25:16] /i 2474
[17/01/2014 08:28:13] /i 2503
[17/01/2014 08:29:03] /i 2504
[17/01/2014 08:29:15] /i 9777
[17/01/2014 08:30:26] /i 2471
[17/01/2014 08:30:47] /i 8901
[17/01/2014 08:31:13] /i 8900
[17/01/2014 08:31:48] /i 8901
[17/01/2014 08:32:25] /i 9932
[17/01/2014 08:33:45] /i 7886
[17/01/2014 08:34:21] /i 7893
[17/01/2014 08:34:34] /i 7893
[17/01/2014 08:34:51] /i 7887
[17/01/2014 08:35:04] /i 7888
[17/01/2014 08:35:07] /i 7888
[17/01/2014 08:35:42] /i 7429
[17/01/2014 08:35:53] /i 7410
[17/01/2014 08:36:07] /i 8858
[17/01/2014 08:36:16] /i 7878
[17/01/2014 08:36:19] /i 7879
[17/01/2014 08:36:22] /i 7880
[17/01/2014 08:36:24] /i 7881
[17/01/2014 08:36:25] /i 7882
[17/01/2014 08:36:31] /i 7872
[17/01/2014 08:36:49] /i 7900
[17/01/2014 08:37:06] /i 7901
[17/01/2014 08:37:30] /i 8820
[17/01/2014 08:37:57] /i 7884
[17/01/2014 08:37:59] /i 7884
[17/01/2014 08:38:26] /c gran tower
[17/01/2014 08:39:02] /r
[17/01/2014 08:39:58] /i 8821
[17/01/2014 08:40:19] /i 8865
[17/01/2014 08:43:19] /b o server vaii kai volta jah
[17/01/2014 08:43:20] /b o server vaii kai volta jah
[17/01/2014 08:43:24] /ghost
[17/01/2014 08:55:15] /ghost
[17/01/2014 08:55:35] /b alguem saber mexe em website
[17/01/2014 08:56:00] /a 20
[17/01/2014 08:56:01] /a 20
[17/01/2014 08:56:01] /a 20
[17/01/2014 08:56:02] /a 20
[17/01/2014 08:56:02] /a 20
[17/01/2014 08:56:03] /a 20
[17/01/2014 08:56:03] /a 20
[17/01/2014 08:56:03] /a 20
[17/01/2014 08:56:04] /a 20
[17/01/2014 08:56:04] /a 20
[17/01/2014 08:56:05] /a 20
[17/01/2014 08:56:05] /a 20
[17/01/2014 08:56:06] /a 20
[17/01/2014 08:56:06] /a 20
[17/01/2014 08:56:07] /a 20
[17/01/2014 08:56:07] /a 20
[17/01/2014 08:56:08] /a 20
[17/01/2014 08:56:08] /a 20
[17/01/2014 08:56:09] /a 20
[17/01/2014 08:56:09] /a 20
[17/01/2014 08:56:10] /a 20
[17/01/2014 08:56:10] /a 20
[17/01/2014 08:56:11] /a 20
[17/01/2014 08:56:11] /a 20
[17/01/2014 08:56:13] /a 2
[17/01/2014 08:56:14] /a 2
[17/01/2014 08:56:29] /a 20
[17/01/2014 08:56:30] /a 20
[17/01/2014 08:56:31] /a 20
[17/01/2014 08:56:32] /a 20
[17/01/2014 08:56:33] /a 20
[17/01/2014 08:56:35] /a 2
[17/01/2014 08:56:36] /a 2
[17/01/2014 08:56:37] /a 2
[17/01/2014 08:58:08] /a 1
[17/01/2014 08:58:17] /i 1026
[17/01/2014 08:58:20] /i 1026
[17/01/2014 08:58:22] /i 1026
[17/01/2014 08:58:23] /i 1026
[17/01/2014 08:58:26] /i 1026
[17/01/2014 08:58:39] /i 1029
[17/01/2014 08:58:46] /a 1
[17/01/2014 08:58:54] /i 1025
[17/01/2014 08:58:59] /r
[17/01/2014 08:59:02] /t
[17/01/2014 08:59:28] /b quem for paladin lvl 200 e que gema fala comingo o resto da voc de quest
[17/01/2014 09:00:59] /goto bill
[17/01/2014 09:03:00] /b o server vaii arruma bug
[17/01/2014 09:04:35] /ghost
[17/01/2014 09:05:11] /goto Kyros Kim
[17/01/2014 09:06:04] /i 8386
[17/01/2014 09:06:11] /i 8638
[17/01/2014 09:06:14] /i 8631
[17/01/2014 09:06:18] /i 8633
[17/01/2014 09:06:20] /i 8634
[17/01/2014 09:06:25] /c Kyros Kim
[17/01/2014 09:06:32] /r
[17/01/2014 09:06:34] /r
[17/01/2014 09:06:37] /r
[17/01/2014 09:06:40] /r
[17/01/2014 09:06:41] /t
[17/01/2014 09:07:13] /r
[17/01/2014 09:07:19] /a 20
[17/01/2014 09:07:19] /a 20
[17/01/2014 09:07:20] /a 20
[17/01/2014 09:07:20] /a 20
[17/01/2014 09:07:21] /a 20
[17/01/2014 09:07:21] /a 20
[17/01/2014 09:07:21] /a 20
[17/01/2014 09:07:22] /a 20
[17/01/2014 09:07:22] /a 20
[17/01/2014 09:07:23] /a 20
[17/01/2014 09:07:23] /a 20
[17/01/2014 09:07:23] /a 20
[17/01/2014 09:07:25] /r
[17/01/2014 09:07:26] /r
[17/01/2014 09:07:27] /a 20
[17/01/2014 09:07:27] /a 20
[17/01/2014 09:07:28] /a 20
[17/01/2014 09:07:28] /a 20
[17/01/2014 09:07:29] /a 20
[17/01/2014 09:07:29] /a 20
[17/01/2014 09:07:29] /a 20
[17/01/2014 09:07:30] /a 20
[17/01/2014 09:07:30] /a 20
[17/01/2014 09:07:31] /a 20
[17/01/2014 09:07:31] /a 20
[17/01/2014 09:07:32] /a 20
[17/01/2014 09:07:34] /a 2
[17/01/2014 09:07:35] /a 2
[17/01/2014 09:07:35] /a 2
[17/01/2014 09:07:56] /a 20
[17/01/2014 09:07:57] /a 20
[17/01/2014 09:07:58] /a 20
[17/01/2014 09:07:59] /a 20
[17/01/2014 09:08:00] /a 20
[17/01/2014 09:08:02] /a 2
[17/01/2014 09:08:02] /a 2
[17/01/2014 09:08:03] /a 2
[17/01/2014 09:08:03] /a 2
[17/01/2014 09:08:04] /a 2
[17/01/2014 09:08:04] /a 2
[17/01/2014 09:08:05] /a 2
[17/01/2014 09:08:08] /a 20
[17/01/2014 09:08:08] /a 20
[17/01/2014 09:08:09] /a 20
[17/01/2014 09:08:09] /a 20
[17/01/2014 09:08:10] /a 20
[17/01/2014 09:08:10] /a 20
[17/01/2014 09:08:11] /a 20
[17/01/2014 09:08:12] /a 20
[17/01/2014 09:08:13] /a 20
[17/01/2014 09:08:15] /a 2
[17/01/2014 09:08:16] /a 2
[17/01/2014 09:08:16] /a 2
[17/01/2014 09:08:17] /a 2
[17/01/2014 09:08:18] /a 2
[17/01/2014 09:08:18] /a 2
[17/01/2014 09:08:38] /i 1029
[17/01/2014 09:08:40] /i 1029
[17/01/2014 09:08:52] /i 1026
[17/01/2014 09:08:54] /r
[17/01/2014 09:09:05] /i 1025
[17/01/2014 09:09:09] /t
[17/01/2014 09:09:19] /b God Saindo
[17/01/2014 09:11:42] /i backpack
[17/01/2014 09:12:37] /i 2160
[17/01/2014 09:17:32] /ghost
[17/01/2014 09:17:46] /b tah com bug no dp
[17/01/2014 09:17:56] /goto Makaveriz
[17/01/2014 09:18:10] /c gran tower
[17/01/2014 09:18:20] /r
[17/01/2014 09:19:04] /r
[17/01/2014 09:19:08] /r
[17/01/2014 09:19:09] /r
[17/01/2014 09:19:10] /r
[17/01/2014 09:19:43] /goto bill
[17/01/2014 09:19:58] /c gran tower
[17/01/2014 09:20:08] /r
[17/01/2014 09:20:11] /t
[17/01/2014 09:20:29] /goto Steve Jobs
[17/01/2014 09:20:41] /c gran tower
[17/01/2014 09:20:57] /r
[17/01/2014 09:20:59] /t
[17/01/2014 09:21:07] /b vou sair Fuiii
[17/01/2014 09:22:04] /ghost
[17/01/2014 09:22:05] /bat
[17/01/2014 09:22:28] /b o server esta pvp war o pz sair rapido uUUUHHH
[17/01/2014 09:22:55] /b todos de aura full
[17/01/2014 09:23:54] /goto Steve Jobs
[17/01/2014 09:24:00] /t
[17/01/2014 09:24:09] /c Makaveriz
[17/01/2014 09:25:21] /b Quem saber mexe em site de otserv Website fale comingo
[17/01/2014 09:25:59] /b Nossa equipe e grande mas so tem eu faltam mais gente
[17/01/2014 09:28:30] /fullaura steve jobs
[17/01/2014 09:28:37] /fullaura steve jobs
[17/01/2014 09:30:35] /goto Kayo Do Bairu
[17/01/2014 09:47:49] /t
[17/01/2014 09:47:57] /i 2160
[17/01/2014 09:47:58] /i 2160
[17/01/2014 09:50:28] /ghost
[17/01/2014 09:51:56] /b cade vcs mano
[17/01/2014 10:02:15] /ghost
[17/01/2014 10:02:19] /bat
[17/01/2014 10:03:08] /ghost
[17/01/2014 10:03:46] /fullaura Hs Kills
[17/01/2014 10:05:06] /up
[17/01/2014 10:05:07] /up
[17/01/2014 10:05:07] /up
[17/01/2014 10:05:08] /up
[17/01/2014 10:05:11] /c Hs Kills
[17/01/2014 10:05:40] /addskill hs kills, lvl 1
[17/01/2014 10:05:41] /addskill hs kills, lvl 1
[17/01/2014 10:05:41] /addskill hs kills, lvl 1
[17/01/2014 10:05:42] /addskill hs kills, lvl 1
[17/01/2014 10:05:42] /addskill hs kills, lvl 1
[17/01/2014 10:05:43] /addskill hs kills, lvl 1
[17/01/2014 10:05:43] /addskill hs kills, lvl 1
[17/01/2014 10:05:43] /addskill hs kills, lvl 1
[17/01/2014 10:05:44] /addskill hs kills, lvl 1
[17/01/2014 10:05:44] /addskill hs kills, lvl 1
[17/01/2014 10:05:44] /addskill hs kills, lvl 1
[17/01/2014 10:05:45] /addskill hs kills, lvl 1
[17/01/2014 10:05:45] /addskill hs kills, lvl 1
[17/01/2014 10:05:46] /addskill hs kills, lvl 1
[17/01/2014 10:05:47] /addskill hs kills, lvl 1
[17/01/2014 10:05:50] /addskill hs kills, lvl 1
[17/01/2014 10:05:51] /addskill hs kills, lvl 1
[17/01/2014 10:05:51] /addskill hs kills, lvl 1
[17/01/2014 10:05:52] /addskill hs kills, lvl 1
[17/01/2014 10:05:52] /addskill hs kills, lvl 1
[17/01/2014 10:05:53] /addskill hs kills, lvl 1
[17/01/2014 10:05:53] /addskill hs kills, lvl 1
[17/01/2014 10:06:13] /down
[17/01/2014 10:06:17] /c Hs Kills
[17/01/2014 10:06:28] /t
[17/01/2014 10:06:40] /m diablo
[17/01/2014 10:07:02] /up
[17/01/2014 10:07:03] /up
[17/01/2014 10:07:03] /up
[17/01/2014 10:07:04] /up
[17/01/2014 10:07:11] /c makaveriz
[17/01/2014 10:07:17] /i 8634
[17/01/2014 10:07:21] /i 8635
[17/01/2014 10:07:23] /i 8633
[17/01/2014 10:07:25] /r
[17/01/2014 10:07:26] /r
[17/01/2014 10:07:31] /t
[17/01/2014 10:07:34] /c makaveriz
[17/01/2014 10:07:50] /up
[17/01/2014 10:07:50] /up
[17/01/2014 10:07:51] /up
[17/01/2014 10:07:52] /up
[17/01/2014 10:07:57] /c Magezinho Infernal
[17/01/2014 10:08:13] /addskill Magezinho Infernal, lvl 1
[17/01/2014 10:08:13] /addskill Magezinho Infernal, lvl 1
[17/01/2014 10:08:13] /addskill Magezinho Infernal, lvl 1
[17/01/2014 10:08:15] /addskill Magezinho Infernal, lvl 1
[17/01/2014 10:08:15] /addskill Magezinho Infernal, lvl 1
[17/01/2014 10:08:16] /addskill Magezinho Infernal, lvl 1
[17/01/2014 10:08:16] /addskill Magezinho Infernal, lvl 1
[17/01/2014 10:08:17] /addskill Magezinho Infernal, lvl 1
[17/01/2014 10:08:17] /addskill Magezinho Infernal, lvl 1
[17/01/2014 10:08:17] /addskill Magezinho Infernal, lvl 1
[17/01/2014 10:08:18] /addskill Magezinho Infernal, lvl 1
[17/01/2014 10:08:18] /addskill Magezinho Infernal, lvl 1
[17/01/2014 10:08:18] /addskill Magezinho Infernal, lvl 1
[17/01/2014 10:08:19] /addskill Magezinho Infernal, lvl 1
[17/01/2014 10:08:19] /addskill Magezinho Infernal, lvl 1
[17/01/2014 10:08:19] /addskill Magezinho Infernal, lvl 1
[17/01/2014 10:08:20] /addskill Magezinho Infernal, lvl 1
[17/01/2014 10:08:20] /addskill Magezinho Infernal, lvl 1
[17/01/2014 10:08:21] /addskill Magezinho Infernal, lvl 1
[17/01/2014 10:08:21] /addskill Magezinho Infernal, lvl 1
[17/01/2014 10:08:21] /addskill Magezinho Infernal, lvl 1
[17/01/2014 10:08:22] /addskill Magezinho Infernal, lvl 1
[17/01/2014 10:08:22] /addskill Magezinho Infernal, lvl 1
[17/01/2014 10:08:23] /addskill Magezinho Infernal, lvl 1
[17/01/2014 10:08:23] /addskill Magezinho Infernal, lvl 1
[17/01/2014 10:08:23] /addskill Magezinho Infernal, lvl 1
[17/01/2014 10:08:27] /addskill Magezinho Infernal, lvl 1
[17/01/2014 10:08:29] /addskill Magezinho Infernal, lvl 1
[17/01/2014 10:08:29] /addskill Magezinho Infernal, lvl 1
[17/01/2014 10:08:33] /addskill Magezinho Infernal, lvl 1
[17/01/2014 10:08:33] /addskill Magezinho Infernal, lvl 1
[17/01/2014 10:08:33] /addskill Magezinho Infernal, lvl 1
[17/01/2014 10:08:33] /addskill Magezinho Infernal, lvl 1
[17/01/2014 10:08:33] /addskill Magezinho Infernal, lvl 1
[17/01/2014 10:08:33] /addskill Magezinho Infernal, lvl 1
[17/01/2014 10:08:34] /addskill Magezinho Infernal, lvl 1
[17/01/2014 10:08:34] /addskill Magezinho Infernal, lvl 1
[17/01/2014 10:08:34] /addskill Magezinho Infernal, lvl 1
[17/01/2014 10:08:34] /addskill Magezinho Infernal, lvl 1
[17/01/2014 10:08:34] /addskill Magezinho Infernal, lvl 1
[17/01/2014 10:08:34] /addskill Magezinho Infernal, lvl 1
[17/01/2014 10:08:34] /addskill Magezinho Infernal, lvl 1
[17/01/2014 10:08:34] /addskill Magezinho Infernal, lvl 1
[17/01/2014 10:08:34] /addskill Magezinho Infernal, lvl 1
[17/01/2014 10:08:34] /addskill Magezinho Infernal, lvl 1
[17/01/2014 10:08:34] /addskill Magezinho Infernal, lvl 1
[17/01/2014 10:08:34] /addskill Magezinho Infernal, lvl 1
[17/01/2014 10:08:34] /addskill Magezinho Infernal, lvl 1
[17/01/2014 10:08:34] /addskill Magezinho Infernal, lvl 1
[17/01/2014 10:08:34] /addskill Magezinho Infernal, lvl 1
[17/01/2014 10:08:34] /addskill Magezinho Infernal, lvl 1
[17/01/2014 10:08:34] /addskill Magezinho Infernal, lvl 1
[17/01/2014 10:08:34] /addskill Magezinho Infernal, lvl 1
[17/01/2014 10:08:34] /addskill Magezinho Infernal, lvl 1
[17/01/2014 10:08:35] /addskill Magezinho Infernal, lvl 1
[17/01/2014 10:08:35] /addskill Magezinho Infernal, lvl 1
[17/01/2014 10:08:35] /addskill Magezinho Infernal, lvl 1
[17/01/2014 10:08:35] /addskill Magezinho Infernal, lvl 1
[17/01/2014 10:08:35] /addskill Magezinho Infernal, lvl 1
[17/01/2014 10:08:35] /addskill Magezinho Infernal, lvl 1
[17/01/2014 10:08:35] /addskill Magezinho Infernal, lvl 1
[17/01/2014 10:08:35] /addskill Magezinho Infernal, lvl 1
[17/01/2014 10:08:35] /addskill Magezinho Infernal, lvl 1
[17/01/2014 10:08:35] /addskill Magezinho Infernal, lvl 1
[17/01/2014 10:08:35] /addskill Magezinho Infernal, lvl 1
[17/01/2014 10:08:35] /addskill Magezinho Infernal, lvl 1
[17/01/2014 10:08:35] /addskill Magezinho Infernal, lvl 1
[17/01/2014 10:08:35] /addskill Magezinho Infernal, lvl 1
[17/01/2014 10:08:36] /addskill Magezinho Infernal, lvl 1
[17/01/2014 10:08:36] /addskill Magezinho Infernal, lvl 1
[17/01/2014 10:08:36] /addskill Magezinho Infernal, lvl 1
[17/01/2014 10:08:36] /addskill Magezinho Infernal, lvl 1
[17/01/2014 10:08:36] /addskill Magezinho Infernal, lvl 1
[17/01/2014 10:08:36] /addskill Magezinho Infernal, lvl 1
[17/01/2014 10:08:36] /addskill Magezinho Infernal, lvl 1
[17/01/2014 10:08:36] /addskill Magezinho Infernal, lvl 1
[17/01/2014 10:08:36] /addskill Magezinho Infernal, lvl 1
[17/01/2014 10:08:36] /addskill Magezinho Infernal, lvl 1
[17/01/2014 10:08:39] /down
[17/01/2014 10:08:41] /c Magezinho Infernal
[17/01/2014 10:08:44] /t
[17/01/2014 10:08:50] /ghost
[17/01/2014 10:09:07] /r
[17/01/2014 10:09:10] /r
[17/01/2014 10:09:17] /r
[17/01/2014 10:09:20] /r
[17/01/2014 10:09:34] /m froen soul
[17/01/2014 10:09:40] /m frozen soul
[17/01/2014 10:10:17] /fullaura Hinata Hyuga
[17/01/2014 10:10:34] /fullaura You Are Dead
[17/01/2014 10:11:35] /ghost 
[17/01/2014 10:11:36] /ghost 
[17/01/2014 10:11:39] /bat
[17/01/2014 10:16:34] /ghost
[17/01/2014 10:16:36] /bat
[17/01/2014 10:16:51] /fullaura Karol'sz
[17/01/2014 10:17:09] /m frozen soul
[17/01/2014 10:17:31] /goto hydra
[17/01/2014 10:17:47] /a 1
[17/01/2014 10:17:49] /a 1
[17/01/2014 10:17:50] /a 1
[17/01/2014 10:17:50] /a 1
[17/01/2014 10:17:50] /a 1
[17/01/2014 10:17:57] /a 10
[17/01/2014 10:17:58] /a 10
[17/01/2014 10:17:58] /a 10
[17/01/2014 10:17:59] /a 10
[17/01/2014 10:17:59] /a 10
[17/01/2014 10:18:00] /a 10
[17/01/2014 10:18:00] /a 10
[17/01/2014 10:18:00] /a 10
[17/01/2014 10:18:19] /t
[17/01/2014 10:19:17] /ghost
[17/01/2014 10:19:43] /i 2160
[17/01/2014 10:23:31] /t
[17/01/2014 10:23:42] /m frozen souls
[17/01/2014 10:23:43] /m frozen soul
[17/01/2014 10:23:53] /ghost
[17/01/2014 10:24:09] /fullaura Supreme Sorc
[17/01/2014 10:24:46] /fullaura Pro Distance
[17/01/2014 10:45:10] /ghost
[17/01/2014 10:45:27] /b tem os karaii iae que esta roubando gente
[17/01/2014 10:45:47] /goto Pro Distance
[17/01/2014 10:45:51] /r
[17/01/2014 10:45:52] /r
[17/01/2014 10:45:56] /r
[17/01/2014 10:45:57] /r
[17/01/2014 10:45:59] /r
[17/01/2014 10:46:11] /fullaura Pro Distance
[17/01/2014 10:46:58] /t
[17/01/2014 10:47:18] /goto Dash Wave
[17/01/2014 10:47:29] /fullaura Dash Wave
[17/01/2014 10:47:46] /bat
[17/01/2014 10:48:29] /b evento frozen soul
[17/01/2014 10:48:38] /m frozen soul
[17/01/2014 10:49:21] /b Frozen Soul esta na Cidade de Solaris
[17/01/2014 10:52:41] /ghost
[17/01/2014 10:53:06] /i 2160
[17/01/2014 10:53:06] /i 2160
[17/01/2014 10:53:07] /i 2160
[17/01/2014 10:53:21] /addskill Dash Wave, lvl 1
[17/01/2014 10:53:22] /addskill Dash Wave, lvl 1
[17/01/2014 10:53:22] /addskill Dash Wave, lvl 1
[17/01/2014 10:53:22] /addskill Dash Wave, lvl 1
[17/01/2014 10:53:22] /addskill Dash Wave, lvl 1
[17/01/2014 10:53:22] /addskill Dash Wave, lvl 1
[17/01/2014 10:53:22] /addskill Dash Wave, lvl 1
[17/01/2014 10:53:22] /addskill Dash Wave, lvl 1
[17/01/2014 10:53:22] /addskill Dash Wave, lvl 1
[17/01/2014 10:53:22] /addskill Dash Wave, lvl 1
[17/01/2014 10:53:22] /addskill Dash Wave, lvl 1
[17/01/2014 10:53:22] /addskill Dash Wave, lvl 1
[17/01/2014 10:53:22] /addskill Dash Wave, lvl 1
[17/01/2014 10:53:22] /addskill Dash Wave, lvl 1
[17/01/2014 10:53:22] /addskill Dash Wave, lvl 1
[17/01/2014 10:53:22] /addskill Dash Wave, lvl 1
[17/01/2014 10:53:22] /addskill Dash Wave, lvl 1
[17/01/2014 10:53:22] /addskill Dash Wave, lvl 1
[17/01/2014 10:53:22] /addskill Dash Wave, lvl 1
[17/01/2014 10:53:22] /addskill Dash Wave, lvl 1
[17/01/2014 10:53:22] /addskill Dash Wave, lvl 1
[17/01/2014 10:53:22] /addskill Dash Wave, lvl 1
[17/01/2014 10:53:22] /addskill Dash Wave, lvl 1
[17/01/2014 10:53:22] /addskill Dash Wave, lvl 1
[17/01/2014 10:53:22] /addskill Dash Wave, lvl 1
[17/01/2014 10:53:22] /addskill Dash Wave, lvl 1
[17/01/2014 10:53:23] /addskill Dash Wave, lvl 1
[17/01/2014 10:53:23] /addskill Dash Wave, lvl 1
[17/01/2014 10:53:23] /addskill Dash Wave, lvl 1
[17/01/2014 10:53:23] /addskill Dash Wave, lvl 1
[17/01/2014 10:53:23] /addskill Dash Wave, lvl 1
[17/01/2014 10:53:23] /addskill Dash Wave, lvl 1
[17/01/2014 10:53:23] /addskill Dash Wave, lvl 1
